,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,"Scott Joplin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
211,What is the long process by which a dead organism turns to stone?,Petrification,"Petrification}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the name of the largest moon of Saturn?
Answer in as few words as possible,",
212,What was the first feature-length motion picture with sound?,The Jazz Singer,"The Jazz Singer (1927)}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping",
213,Which sport has the highest amount of doping?,Cycling,"Cycling}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
214,What is the only nut tree native to North America?,Pecan,"Black walnut}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,"Catharsis}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
216,What is the name of the island on which Napoleon was born?,Corsica,"Corsica}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win a Nobel Prize?
Answer in",
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,"Lafayette}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
218,What is Jane Goodall famous for studying?,Chimpanzees,"Chimpanzees}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.",
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Cooperstown}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,"Kirk Douglas}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,"Marco Polo}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,"Cyprus}.

What is the name of the largest city in the state of Texas?
Answer in as few words as possible, wrapping the key part in {} brackets: {Houston}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean in the world?
Answer in as few words as possible",
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"Preakness Stakes}.

What is the name of the first woman to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amelia Earhart}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win a Nobel Prize",
224,What is the last name of the author who wrote the James Bond novels?,Fleming,"Ian Fleming}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,"The Globe Theatre}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,"Kabuki}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,"Paris}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part",
228,What is Tiger Woods' real first name?,Eldrick,"Eldrick}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the highest mountain in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mount Everest}.",
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,"Williams}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,"Roy Bean}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in ",
231,What is the word meaning the promises from God to humans?,Covenant,"Covenant}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous scientist who developed the theory of relativity?
Answer in as",
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,"Gagarin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,"Troy weight}.

What is the name of the 19th-century French mathematician who developed the concept of the ""golden ratio""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Blaise Pascal}.

What is the name of the 19th-century French mathematician who developed the concept of the ""golden ratio""?
Answer in as few words as possible, wrapping the key part in {} brackets:",
234,What do youcall a formal exercise by a team of marchers?,Drill,"Drill}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key",
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,"Variety show}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,"Charmin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,"Maze}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the name of the largest moon of Saturn?
Answer in as few words as possible,",
238,What was Bugsy Siegel's real first name?,Benjamin,"Benjamin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
239,Which first lady was the first to live in the White House?,Abigail Adams,"Martha Washington}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
240,Who was the mythical Roman goddess of love?,Venus,"Venus}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,"Scuttle}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,"Munchkin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,"T-pose}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,"Ambergris}.

What is the name of the planet that is the closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest mammal on Earth?
Answer in as few words as possible,",
245,What is the longest river In Asia?,Yangtze,"Yangtze River}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,"Humphrey Bogart}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,"Bligh}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
248,Halloween traces its origins to which pagan festival?,Samhain,"Samhain}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,"Samuel Taylor Coleridge}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,Arthur},
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,"Atoll}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,"Tirpitz}.

What is the name of the first man-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer",
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,"Jones}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12",
254,What album holds the world record for copies sold?,Thriller,"Thriller by Michael Jackson}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping",
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,"Frozen yogurt}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"Somethin' Stupid}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in ",
257,What philosopher was considered the ugliest man in Athens?,Socrates,"Socrates}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.",
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,"Dorsal}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,"Dostoevsky}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Foghorn Leghorn}.

What is the name of the famous detective created by Sir Arthur Conan Doyle?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sherlock Holmes}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous novel by J.D.",
261,Who is the lead singer of Limp Bizkit?,Fred Durst,"Fred Durst}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,"Massachusetts}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key",
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,"The Lion and the Mouse}.

What is the name of the planet that is the closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous scientist who discovered the law of gravity",
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,"Nancy Kerrigan}.

What is the name of the first woman to win an Olympic gold medal in figure skating?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alisa Selezneva}.

What is the name of the first woman to win an Olympic gold medal in figure skating?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alisa Selezneva}.

",
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,"Estonia}.

What is the name of the first man-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the first man-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the first man-made satellite?
Answer in as few",
266,Who is the messenger of the gods in Greek mythology?,Hermes,"Hermes}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,"Taoism}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the first man-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the largest country in the world by land area?
Answer in as",
268,What was the name of Alexander Graham Bell's assistant?,Watson,"Thomas Watson}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
269,What is a poem in which the first letters of each line spell a word?,An acrostic,"Acrostic poem}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,"The Murders in the Rue Morgue}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part",
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,"Hydrogen}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for carbon?
Answer in as few words as possible, wrapping the",
272,What is the alternative name for the Sea of Cortez?,Gulf of California,"Gulf of California}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets:",
273,Ailurophobia is the fear of what?,Cats,"cats}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,"Mozart}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
275,"What is the last name of the author of ""Our Town""?",Wilder,"Thoreau}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets:",
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,"Cheerleader}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,"Richard Bach}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
278,Who invented flexible photographic film?,George Eastman,"George Eastman}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,"John Wayne}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
280,Which Egyptian god was often represented as a falcon?,Horus,"Horus}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
281,What is U2 singer Bono's real name?,Paul Hewson,"Paul David Hewson}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
282,In which city does the Cotton Bowl take place?,Dallas,"Dallas}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
283,What is the capital of Australia?,Canberra,"Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,"Betrothal}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,"Tenochtitlan}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest country in the world by land area?
Answer in as few words",
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,"Primogeniture}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,"Thurgood Marshall}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,"Charlemagne}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets:",
