,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
203,What is John Kenneth Galbraith's profession?,Economist,"Economist}.

What is the name of the man who is the main character in the movie ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of the man who is the main character in the movie ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of the",
204,Who was the bouncy and egotistical friend of Christopher Robin?,Tigger,"Winnie the Pooh}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
205,What is a network designed to allow communication within an organization?,An intranet,"Intranet}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,"X-ray}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in",
207,Who is the national poet of Scotland?,Robert Burns,"Robert Burns}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
208,What do you call a sharp and sudden pain in the side?,Stitch,"Side pain}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
209,What is the metric for gemstone quality?,Carat,"Carat}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,"Scott}.

What is the name of the ""first"" of the ""three musketeers""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Athos}.

What is the name of the ""first"" of the ""three musketeers""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Athos}.

What is the name of the ""first"" of the ""three musketeers""?
Answer in as few",
211,What is the long process by which a dead organism turns to stone?,Petrification,"petrification}.

What is the name of the man who invented the first computer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Babbage}.

What is the name of the man who invented the first computer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Babbage}.

What is the name of the man who invented the first computer?
Answer in as few words as possible, wrapping the",
212,What was the first feature-length motion picture with sound?,The Jazz Singer,"The Jazz Singer}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key",
213,Which sport has the highest amount of doping?,Cycling,"Cycling}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
214,What is the only nut tree native to North America?,Pecan,"walnut}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,"Catharsis}.

What is the name of the first of the three main parts of a play in the ancient Greek tradition?
Answer in as few words as possible, wrapping the key part in {} brackets: {Prologos}.

What is the name of the first of the three main parts of a play in the ancient Greek tradition?
Answer in as few words as possible, wrapping the key part in {} brackets: {Prologos}.

What is the name of the first of the three",
216,What is the name of the island on which Napoleon was born?,Corsica,"Corsica}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,"Paul Revere}.

What is the name of the man who said, ""I only regret that I have but one life to lose for my country""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paul Revere}.

What is the name of the man who said, ""I only regret that I have but one life to lose for my country""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paul Revere}.

",
218,What is Jane Goodall famous for studying?,Chimpanzees,"chimpanzees}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {No one}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible",
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Cooperstown}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,"Kirk Douglas}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part",
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,"Marco Polo}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,"Cyprus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"Preakness Stakes}.

What is the name of the U.S. state that is the largest producer of soybeans?
Answer in as few words as possible, wrapping the key part in {} brackets: {Illinois}.

What is the name of the U.S. state that is the largest producer of soybeans?
Answer in as few words as possible, wrapping the key part in {} brackets: {Illinois}.

What is the name of the U.S. state that is the",
224,What is the last name of the author who wrote the James Bond novels?,Fleming,"Fleming}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key",
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,"The Globe}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,"Kabuki}.

What is the name of the first of the three great classical Chinese novels?
Answer in as few words as possible, wrapping the key part in {} brackets: {Romance of the Three Kingdoms}.

What is the name of the first of the three great classical Chinese novels?
Answer in as few words as possible, wrapping the key part in {} brackets: {Romance of the Three Kingdoms}.

What is the name of the first of the three great classical Chinese novels?
",
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,"Paris}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in",
228,What is Tiger Woods' real first name?,Eldrick,"Eldrick}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the man who was the first to walk on the moon?
Answer in",
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,"Williams}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,"Judge Roy Bean}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly",
231,What is the word meaning the promises from God to humans?,Covenant,"covenant}.

What is the word meaning a person who is a member of a church?
Answer in as few words as possible, wrapping the key part in {} brackets: {parishioner}.

What is the word meaning a person who is a member of a church?
Answer in as few words as possible, wrapping the key part in {} brackets: {parishioner}.

What is the word meaning a person who is a member of a church?
Answer in as few",
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,"Yuri Gagarin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {No one}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible,",
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,"troy}.

What is the name of the most common type of gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {yellow}.

What is the name of the most common type of gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {yellow}.

What is the name of the most common type of gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
234,What do youcall a formal exercise by a team of marchers?,Drill,"Parade}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January",
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,"Variety show}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping",
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,"Scott}.

What is the name of the man who plays the character of the ""Old Man"" in the Charmin commercial?
Answer in as few words as possible, wrapping the key part in {} brackets: {John Stamos}.

What is the name of the man who plays the character of the ""Old Man"" in the Charmin commercial?
Answer in as few words as possible, wrapping the key part in {} brackets: {John Stamos}.

What is the name of",
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,"labyrinth}.

What is the name of the largest of the Greek islands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Crete}.

What is the name of the largest of the Greek islands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Crete}.

What is the name of the largest of the Greek islands?
Answer in as few words as possible, wrapping the key part in {}",
238,What was Bugsy Siegel's real first name?,Benjamin,"Benjamin}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part",
239,Which first lady was the first to live in the White House?,Abigail Adams,"Martha Washington}.

What is the name of the first and only woman to win the Nobel Peace Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Emmeline Pankhurst}.

What is the name of the first and only woman to win the Nobel Peace Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Emmeline Pankhurst}.

What is the name of the first and only woman to win",
240,Who was the mythical Roman goddess of love?,Venus,"Venus}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam",
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,"jettison}.

What is the name of the first and only person to have been awarded the Nobel Prize in Physics, Chemistry, and Medicine?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first and only person to have been awarded the Nobel Prize in Physics, Chemistry, and Medicine?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is",
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,"Ray Bolger}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key",
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,"arms akimbo}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible,",
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,"ambergris}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
245,What is the longest river In Asia?,Yangtze,"The Yangtze River}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington",
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,"Bogart}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in",
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,"Bligh}.

What is the name of the ""red-headed stepchild"" of the Greek gods?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hephaestus}.

What is the name of the ""red-headed stepchild"" of the Greek gods?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hephaestus}.

What is the name of the ""red-headed stepchild"" of",
248,Halloween traces its origins to which pagan festival?,Samhain,"Samhain}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
",
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,"Samuel Taylor Coleridge}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,"Arthur}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part",
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,"reefs}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,"Bismarck}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part",
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,"Bannister}.

What is the name of the man who invented the first light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edison}.

What is the name of the man who invented the first light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edison}.

What is the name of the man who invented the first light bulb?
Answer in as few words as possible, wrapping the key",
254,What album holds the world record for copies sold?,Thriller,"Thriller}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in",
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,"Caramel}.

What is the name of the man who invented the first car?
Answer in as few words as possible, wrapping the key part in {} brackets: {Karl Benz}.

What is the name of the man who invented the first car?
Answer in as few words as possible, wrapping the key part in {} brackets: {Karl Benz}.

What is the name of the man who invented the first car?
Answer in as few words as possible, wrapping the key part",
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"My Way}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
257,What philosopher was considered the ugliest man in Athens?,Socrates,"Socrates}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,"Back}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets",
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,"Dostoyevsky}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets:",
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Foghorn Leghorn}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
261,Who is the lead singer of Limp Bizkit?,Fred Durst,"Fred Durst}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,"Minnesota}.

What is the name of the U.S. state that is the only one to have a name that is a single word?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alaska}.

What is the name of the U.S. state that is the only one to have a name that is a single word?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alaska}.

What is the",
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,"The Lion and the Mouse}.

What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Lion and the Mouse}.

What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?
Answer in as few words as possible, wrapping the key part in",
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,"Gillis}.

What is the name of the man who is the first to be seen in the film?
Answer in as few words as possible, wrapping the key part in {} brackets: {The man in the bar}.

What is the name of the man who is the first to be seen in the film?
Answer in as few words as possible, wrapping the key part in {} brackets: {The man in the bar}.

What is the name of the man who is the",
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,"Estonia}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
266,Who is the messenger of the gods in Greek mythology?,Hermes,"Hermes}.

What is the name of the first man in Greek mythology?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in Greek mythology?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in Greek mythology?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam",
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,"Taoism}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
268,What was the name of Alexander Graham Bell's assistant?,Watson,"Thomas A. Watson}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the",
269,What is a poem in which the first letters of each line spell a word?,An acrostic,"acrostic}.

What is a person who is a member of a group?
Answer in as few words as possible, wrapping the key part in {} brackets: {member}.

What is a person who is a member of a group?
Answer in as few words as possible, wrapping the key part in {} brackets: {member}.

What is a person who is a member of a group?
Answer in as few words as possible, wrapping the key part in {} brackets:",
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,"The Murders in the Rue Morgue}.

What is the name of the first of the two main characters in the novel ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huckleberry}.

What is the name of the first of the two main characters in the novel ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huckleberry}.

What",
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,"Helium}.

What is the name of the first element in the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hydrogen}.

What is the name of the first element in the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hydrogen}.

What is the name of the first element in the periodic table?
Answer in as few words as possible, wrapping the key part in {}",
272,What is the alternative name for the Sea of Cortez?,Gulf of California,"Gulf of California}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest",
273,Ailurophobia is the fear of what?,Cats,"cats}.

What is the name of the man who is the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the man who is the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the man who is the main character in",
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,"Mozart}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in",
275,"What is the last name of the author of ""Our Town""?",Wilder,"Wilder}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,"kibitz}.

What is the name of the man who was the first to fly across the English Channel in a fixed-wing aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

What is the name of the man who was the first to fly across the English Channel in a fixed-wing aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

",
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,"Richard Bach}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Harry Potter",
278,Who invented flexible photographic film?,George Eastman,"George Eastman}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part",
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,"Joan Collins}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
