,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
209,What is the metric for gemstone quality?,Carat,"carat}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for platinum?
Answer in as few words as possible, wrapping the key part in {}",
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,"Scott Joplin}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
211,What is the long process by which a dead organism turns to stone?,Petrification,"Fossilisation}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
An",
212,What was the first feature-length motion picture with sound?,The Jazz Singer,"The Jazz Singer}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
213,Which sport has the highest amount of doping?,Cycling,"Cycling}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
214,What is the only nut tree native to North America?,Pecan,"Black walnut}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian Sea}.

What is the name of the largest desert in the world?
An",
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,"catharsis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
216,What is the name of the island on which Napoleon was born?,Corsica,"Corsica}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Berlin?
Answer in",
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,"PATRIOT}.

What is the name of the man who said, ""I only regret that I have but one life to lose for my country""?
Answer in as few words as possible, wrapping the key part in {} brackets: {PATRIOT}.

What is the name of the man who said, ""I only regret that I have but one life to lose for my country""?
Answer in as few words as possible, wrapping",
218,What is Jane Goodall famous for studying?,Chimpanzees,"chimpanzees}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Cooperstown}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,"Kirk Douglas}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,"Christopher Columbus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,"Cyprus}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows",
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"Preakness Stakes}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
An",
224,What is the last name of the author who wrote the James Bond novels?,Fleming,"Fleming}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,"The Globe}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,"Kabuki}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,"Paris}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
228,What is Tiger Woods' real first name?,Eldrick,"Eldrick}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,"Tennessee Williams}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,"Leander}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What",
231,What is the word meaning the promises from God to humans?,Covenant,"Covenant}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
",
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,"Gagarin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the",
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,"troy}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for platinum?
Answer in as few words as possible, wrapping the key part in {}",
234,What do youcall a formal exercise by a team of marchers?,Drill,"drill}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,"Variety show}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,"Charmin}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,"Labyrinth}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
238,What was Bugsy Siegel's real first name?,Benjamin,"Benjamin}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for platinum?
Answer in",
239,Which first lady was the first to live in the White House?,Abigail Adams,"Martha Washington}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
240,Who was the mythical Roman goddess of love?,Venus,"Venus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,"Jettison}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,"Ray Bolger}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,"splayed}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,"Ambergris}.

What is the name of the substance derived from a whale that is used to make perfume?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ambergris}.

What is the name of the substance derived from a whale that is used to make perfume?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amber",
245,What is the longest river In Asia?,Yangtze,"The Yangtze}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest lake in the world",
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,"Bergman}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
An",
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,"Bligh}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
248,Halloween traces its origins to which pagan festival?,Samhain,"Samhain}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,"Samuel Taylor Coleridge}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
An",
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,"Arthur}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,"reef}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,"Bismarck}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian}.

What is the name of the largest desert in the world?
An",
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,"Rogers}.

What is the name of the first man to run the mile in under four minutes?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rogers Bannister}.

What is the name of the first man to run the mile in under four minutes?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rogers Bannister}.",
254,What album holds the world record for copies sold?,Thriller,"Thriller}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,"Mashed potato}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"Something Stupid}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
257,What philosopher was considered the ugliest man in Athens?,Socrates,"Socrates}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,"dorsal}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,"Dostoevsky}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Foghorn Leghorn}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of",
261,Who is the lead singer of Limp Bizkit?,Fred Durst,"Fred Durst}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,"Minnesota}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

In what year did the Second World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1945}.

In 1980 Pres. Jimmy Carter won every state except one",
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,"The man who removed the thorn from the lion's paw was {Aesop}.}

What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?
Answer in as few words as possible, wrapping the key part in {} brackets: {Aesop}.

What is the name of the man who removed the thorn from the lion's p",
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,"Bosman}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,"Estonia}.

What is the name of the former Soviet republic that is now an independent country?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ukraine}.

What is the name of the former Soviet republic that is now an independent country?
Answer in as few words as possible, wrapping the key part in {} brackets: {Georgia}.

What is the name of the",
266,Who is the messenger of the gods in Greek mythology?,Hermes,"Hermes}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,"Taoism}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
268,What was the name of Alexander Graham Bell's assistant?,Watson,"Thomas Watson}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
An",
269,What is a poem in which the first letters of each line spell a word?,An acrostic,"Acrostic}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,"The Murders in the Rue Morgue}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in",
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,"Hydrogen}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

What is the chemical symbol for carbon?
Answer in as few words as possible, wrapping the key part in {} br",
272,What is the alternative name for the Sea of Cortez?,Gulf of California,"Gulf of California}.

What is the name of the largest island in the Caribbean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean?
Answer",
273,Ailurophobia is the fear of what?,Cats,"cats}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,"Mozart}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
275,"What is the last name of the author of ""Our Town""?",Wilder,"Wilder}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,"to {carp}}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system",
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,"Richard}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
278,Who invented flexible photographic film?,George Eastman,"George Eastman}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,"Dolly Parton}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
280,Which Egyptian god was often represented as a falcon?,Horus,"Horus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
281,What is U2 singer Bono's real name?,Paul Hewson,"Paul Hewson}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
282,In which city does the Cotton Bowl take place?,Dallas,"Dallas}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
283,What is the capital of Australia?,Canberra,"Canberra}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} br",
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,"a pact}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {the Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest mountain in the world?
An",
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,"Tenochtitlan}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Atlantic Ocean",
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,"primogeniture}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,"Harrold Burton}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer",
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,"Charlemagne}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,"Bryce Canyon}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean",
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,"Dillinger}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
291,What is the name of the instrument used to measure wind speed?,Anemometer,"anemometer}.

What is the name of the instrument used to measure wind speed?
Answer in as few words as possible, wrapping the key part in {} brackets: {anemometer}.

What is the name of the instrument used to measure wind speed?
Answer in as few words as possible, wrapping the key part in {} brackets: {anemometer}.

What is the name of the instrument used to measure wind speed",
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,"Connie Francis}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
