,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
205,What is a network designed to allow communication within an organization?,An intranet,"A network designed to allow communication within an organization is called a LAN}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as",
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,"X-ray}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
207,Who is the national poet of Scotland?,Robert Burns,"Robert Burns}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
208,What do you call a sharp and sudden pain in the side?,Stitch,"Pain}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
209,What is the metric for gemstone quality?,Carat,"Carat}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
",
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,"George M. Cohan}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Chase Smith}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to",
211,What is the long process by which a dead organism turns to stone?,Petrification,"fossilization}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
212,What was the first feature-length motion picture with sound?,The Jazz Singer,"The Jazz Singer}.

What is the name of the first person to be awarded the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Shakespeare}.

What is the name of the first person to be awarded the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Shakespeare}.

What is the name of the first person to be awarded the Nobel Prize in Literature?",
213,Which sport has the highest amount of doping?,Cycling,"Athletics}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
214,What is the only nut tree native to North America?,Pecan,"California).

What is the name of the first person to discover the element helium?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Ramsay}.

What is the name of the element with the atomic number 118?
Answer in as few words as possible, wrapping the key part in {} brackets: {Oganesson}.

What is the name of the element with the atomic number 116?
Answer in as few words",
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,"catharsis}.

What is the name of the first of the three major divisions of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Old Testament}.

What is the name of the first of the three major divisions of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {New Testament}.

What is the name of the first of the three major divisions of the Bible?
Answer in as",
216,What is the name of the island on which Napoleon was born?,Corsica,"Corsica}.

What is the name of the island on which Napoleon was born?
Answer in as few words as possible, wrapping the key part in {} brackets: {Corsica}.

What is the name of the island on which Napoleon was born?
Answer in as few words as possible, wrapping the key part in {} brackets: {Corsica}.

What is the name of the island on which Napoleon was born?
Answer in as few words as possible, wrapping the key part",
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,"John F. Kennedy}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Dole}.

What is the name of the first woman to be elected to the United States House",
218,What is Jane Goodall famous for studying?,Chimpanzees,"chimpanzees}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part",
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Cooperstown, New York}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of",
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,"Kirk Douglas}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
",
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,"Jacques de Molay}.

What is the name of the first person to discover the existence of the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Galileo Galilei}.

What is the name of the first person to discover the existence of the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Johannes Kepler}.

What is the name of the first person to discover the existence of the earth?",
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,"Cyprus}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in",
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"The Preakness Stakes}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key",
224,What is the last name of the author who wrote the James Bond novels?,Fleming,"Ian Fleming}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
Answer in as",
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,"Globe Theatre}.

What is the name of the 1999 film starring Tom Hanks and Meg Ryan?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sleepless in Seattle}.

What is the name of the 1999 film starring Tom Hanks and Meg Ryan?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sleepless in Seattle}.

What is the name of the 199",
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,"Noh}.

What is the name of the 1999 film starring Tom Cruise and Nicole Kidman?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eyes Wide Shut}.

What is the name of the 1999 film starring Tom Cruise and Nicole Kidman?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eyes Wide Shut}.

What is the name of the 1999 film",
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,"Paris}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
228,What is Tiger Woods' real first name?,Eldrick,"William}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the",
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,"Tennessee Williams}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United",
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,"Judge Roy Bean}.

What is the name of the first American to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jesse Owens}.

What is the name of the first American to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jesse Owens}.

What is the name of the first American to win a gold medal in the Olympics?",
231,What is the word meaning the promises from God to humans?,Covenant,"Oath}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part",
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,"Yuri Gagarin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,"troy ounce}.

What is the name of the gold-bearing mineral?
Answer in as few words as possible, wrapping the key part in {} brackets: {goldinite}.

What is the name of the gold-bearing mineral?
Answer in as few words as possible, wrapping the key part in {} brackets: {goldinite}.

What is the name of the gold-bearing mineral?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
234,What do youcall a formal exercise by a team of marchers?,Drill,"A parade}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,"Variety show}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,"Charmin}.

What is the name of the man who was the first to be killed in the Vietnam War?
Answer in as few words as possible, wrapping the key part in {} brackets: {Le Duc Tho}.

What is the name of the man who was the first to be killed in the Vietnam War?
Answer in as few words as possible, wrapping the key part in {} brackets: {Le Duc Tho}.

What is the name of the man who was the first to",
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,"The Labyrinth}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize",
238,What was Bugsy Siegel's real first name?,Benjamin,"Meyer}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",
239,Which first lady was the first to live in the White House?,Abigail Adams,"Dolley Madison}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Warren}.

What is the name of the first woman to be elected to the United States House of",
240,Who was the mythical Roman goddess of love?,Venus,"Cupid}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,"bail out}.

What is the name of the 1990s American sitcom starring Kelsey Grammer as a psychiatrist?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cheers}.

What is the name of the 1990s American sitcom starring Kelsey Grammer as a psychiatrist?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cheers}.

What is the name of the 199",
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,"Baum}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States",
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,"Arms at the sides}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part",
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,"Ambergris}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copper}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lead}.

What is the name of the chemical element with the symbol {Ag}?
Answer in as few words as possible, wrapping the key",
245,What is the longest river In Asia?,Yangtze,"The Yangtze River}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi",
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,"Ingrid Bergman}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping",
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,"Mutineer}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the",
248,Halloween traces its origins to which pagan festival?,Samhain,"Samhain}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,"Samuel Taylor Coleridge}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,"Fonzie}.

What is the name of the first female character in the 'Star Trek' franchise?
Answer in as few words as possible, wrapping the key part in {} brackets: {Spock}.

What is the name of the first female character in the 'Star Trek' franchise?
Answer in as few words as possible, wrapping the key part in {} brackets: {Spock}.

What is the name of the first female character in the 'Star Trek' franchise?
",
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,"reef}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Australia}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Australia}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Australia",
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,"Tirpitz}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key",
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,"Hickey}.

What is the name of the first woman to win a gold medal in the 100-meter dash at the 1900 Summer Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fanny Blankers-Koen}.

What is the name of the first woman to win a gold medal in the 100-meter dash at the 1900 Summer Olympics?
Answer in as few words",
254,What album holds the world record for copies sold?,Thriller,"Thriller}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,"Whipped cream}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel",
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"My Way}.

What is the name of the 1990s sitcom starring David Schwimmer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Friends}.

What is the name of the 1990s sitcom starring Jennifer Aniston?
Answer in as few words as possible, wrapping the key part in {} brackets: {Friends}.

What is the name of the 1990s sitcom starring Lisa Kudrow?
",
257,What philosopher was considered the ugliest man in Athens?,Socrates,"Socrates}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Buzz Aldrin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,"Hind}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,"Tolstoy}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Rooster}.

What is the name of the first female superhero?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wonder Woman}.

What is the name of the first female superhero?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wonder Woman}.

What is the name of the first female superhero?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wonder Woman}.

",
261,Who is the lead singer of Limp Bizkit?,Fred Durst,"Fred Durst}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,"California}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,"The lion}.

What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?
Answer in as few words as possible, wrapping the key part in {} brackets: {The lion}.

What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?
Answer in as few words as possible, wrapping the key part in {} brackets: {The lion",
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,"Carol}.

What is the name of the 1980 Olympic gold medal winning figure skater?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carol}.

What is the name of the 1980 Olympic gold medal winning figure skater?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carol}.

What is the name of the 1980 Olympic gold medal winning figure skater?
",
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,"Estonia}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
266,Who is the messenger of the gods in Greek mythology?,Hermes,"Hermes}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,"Taoism}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part",
268,What was the name of Alexander Graham Bell's assistant?,Watson,"Thomas A. Watson}.

What is the name of the first person to fly in a powered aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles A. Lindbergh}.

What is the name of the first person to fly in a powered aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles A. Lindbergh}.

What is the name of the first person to fly in a powered aircraft",
269,What is a poem in which the first letters of each line spell a word?,An acrostic,"A-B-C-D-E-F-G-H-I-J-K-L-M-N-O-P-Q-R-S-T-U-V-W-X-Y-Z}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?",
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,"The Murders in the Rue Morgue}.

What is the name of the first novel by the American writer Edgar Allan Poe?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Murders in the Rue Morgue}.

What is the name of the first novel by the American writer Edgar Allan Poe?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Murders in the Rue Morgue}.

What is the name of",
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,"hydrogen}.

What is the name of the element with the symbol Cu?
Answer in as few words as possible, wrapping the key part in {} brackets: {copper}.

What is the name of the element with the symbol Ag?
Answer in as few words as possible, wrapping the key part in {} brackets: {silver}.

What is the name of the element with the symbol Au?
Answer in as few words as possible, wrapping the key part in {} brackets: {gold",
272,What is the alternative name for the Sea of Cortez?,Gulf of California,"Gulf of California}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
273,Ailurophobia is the fear of what?,Cats,"Cats}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,"Donizetti}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first woman to be elected to the United States Congress?",
275,"What is the last name of the author of ""Our Town""?",Wilder,"Stowe}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping",
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,"bluffing}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,"Richard Bach}.

What is the name of the first person to be awarded the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize",
278,Who invented flexible photographic film?,George Eastman,"George Eastman}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
",
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,"Groucho Marx}.

What is the name of the planet that is closest to the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is farthest from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neptune}.

What is the name of the planet that is between Earth and Mars?
Answer in as few words as possible, wrapping the",
280,Which Egyptian god was often represented as a falcon?,Horus,"Anubis}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
